ปี,หมายเลขบ่อน้ำบาดาล / หมายเลขอื่น ๆ,สถานที่ตั้งบ่อ,จังหวัด,อำเภอ,ตำบล,ความลึกของบ่อ,pH,EC,ความขุ่น,สี,แคลเซียม,แมกนีเซียม,โซเดียม,โพแทสเซียม,เหล็ก,แมงกานีส,ทองแดง,สังกะสี,ซัลเฟต,คลอโรด์,คาร์บอเนต,โบคาร์บอเนต,ฟลูออไรด์,ไนไทรต์,ไนเทรด,ความกระด้างทั้งหมด,ความกระกระด่างถาวร,TDS,สารหนู,ตะกั่ว,แคดเมียม,โครเมียม,ปรอท,ซีลีเนียม
2568,6709B047,บ้านเขากะแจะ กลุ่มที่ 1 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.3,118,2.3,-,10,3.7,8.3,2.9,2.6,0.2,0.0,3.4,1,6.8,0,60,0.2,-,< 0.9,41,0,77,,,,,,
2562,6209F016,โรงเรียนบ้านน้ำตกพลิ้ว (เฉลิมพงษ์ราษฎร์พิทยาคาร) ตำบลพลิ้ว อำเภอแหลมสิงห์ จังหวัดจันทบุรี,จันทบุรี,แหลมสิงห์,พลิ้ว,74,7.8,303,-,-,34,16,7,1.5,0.1,0.3,-,-,< 1,2.0,0,200,0.1,0.00,< 0.9,150,0,197,,,,,,
2562,6209A012,โรงเรียนบ้านคลองใหญ่ ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,80,7.9,633,-,-,90,25,27,0.4,0.1,0.0,-,-,31,28,0,398,0.2,1.4,2.2,330,0,411,,,,,,
2564,6309G076,บ้านห้วงปลาดุก ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,80,7.2,62,-,-,6.4,5.6,2.4,0.70,0.0,0.0,-,-,1,9.2,0,30,0.1,-,3.9,39,15,40,,,,,,
2562,6209G011,บ้านตามูล ตำบลทรายขาว อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทรายขาว,68,7.6,746,-,-,86,21,61,1.2,0.0,0.0,-,-,42,33,0,375,0.7,-,3.9,300,0,485,,,,,,
2562,6209G011,บ้านตามูล ตำบลทรายขาว อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทรายขาว,68,7.6,746,-,-,86,21,61,1.2,0.0,0.0,-,-,42,33,0,375,0.7,-,3.9,300,0,485,,,,,,
2562,6209B005,บ้านคลองขวาง ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,74,8.1,339,-,-,47,12,16,3.4,1.0,0.2,-,-,2,2.4,0,226,0.3,-,1.3,170,0,220,,,,,,
2562,6209F015,โรงเรียนวัดโป่งแรด (ปคุณวิทยาคาร) ตำบลพลับพลา อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,พลับพลา,70,7.9,302,-,-,37,18,7,1.5,0.1,0.2,-,-,< 1,2.8,0,202,0.0,0.00,< 0.9,170,3,196,,,,,,
2562,6109B051,บ้านเขาแดง ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,74,7.9,651,-,-,38,46,45,0.6,0.0,0.6,-,-,10,9.2,0,423,0.6,-,19,280,0,423,,,,,,
2565,6409G033,บ้านปากทางแทรกเตอร์ ตำบลวังใหม่ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,วังใหม่,100,7.1,363,-,-,72,2.5,1.7,0.70,0.3,0.3,-,-,1,5.6,0,243,0.2,-,< 0.9,190,0,236,,,,,,
2563,6309F005,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.5,393,-,-,29,7.8,43,3.3,0.0,0.1,0.0,0.0,1,42,0,168,0.4,-,0.9,100,0,255,,,,,,
2563,6309F001,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,80,8.1,253,-,-,16,9.1,27,2.7,0.1,0.0,0.0,0.0,1,9.2,0,147,0.3,-,4.6,77,0,164,,,,,,
2562,6209D032,บ้านร่มไทร ตำบลโคกสูง อำเภอโคกสูง จังหวัดสระแก้ว,สระแก้ว,โคกสูง,โคกสูง,80,8.0,878,-,-,23,47,120,0.9,0.1,0.0,-,-,2,16,0,607,0.1,0.00,6.2,250,0,571,,,,,,
2565,6409F006,เทศบาลตำบลปัถวี บ่อที่ 1 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,6.9,331,> 20,-,50,2.6,21,1.4,10,1.2,0.0,9.0,3,8.0,0,211,0.2,-,16,130,0,215,,,,,,
2565,6409G049,บ้านหนองคล้า บ่อที่ 2 ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,92,7.7,275,1.3,-,40,6.2,6.5,1.0,0.1,0.0,-,-,1,7.6,0,166,0.1,-,3.1,120,0,179,,,,,,
2565,6409G049,บ้านหนองคล้า บ่อที่ 2 ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,92,6.4,230,0.4,-,41,0.0,17,1.3,1.2,0.3,-,-,2,9.6,0,138,0.1,-,1.7,100,0,150,,,,,,
2568,6809B010,บ้านยางระโหง ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,102,6.7,142,> 20,-,15,2.3,11,3.7,3.2,0.2,0.0,0.9,7,< 1.5,0,86,0.5,-,< 0.9,48,0,92,,,,,,
2564,6309G075,บ้านสะโทย ตำบลวังสรรพรส อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,วังสรรพรส,92,8.5,275,-,-,26,6.8,17,5.0,0.0,0.0,-,-,2,7.2,20,119,0.4,-,< 0.9,93,0,179,,,,,,
2567,6309F004,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,6.6,471,1.0,-,50,17,22,2.3,10,4.9,0.0,0.9,42,20,0,204,0.2,-,1.3,190,27,306,,,,,,
2567,6509H005,โครงการพัชรสุธาคชานุรักษ์ บ้านคลองตาอิน ตำบลคลองพลู อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,คลองพลู,200,7.5,68,0.3,6,2.4,1.3,5.1,9.9,0.0,0.0,0.0,0.0,< 1,3.2,0,33,0.0,0.00,1.1,11,0,44,,,,,,
2568,6809B011,บ้านหนองตะโกรม (บ่อแก้) ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,7.4,293,> 20,-,40,3.3,18,0.68,0.7,0.2,0.0,0.5,1,2.8,0,188,0.1,-,< 0.9,110,0,190,,,,,,
2568,6409E007,บ้านคลองหลอด บ่อที่ 2 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,6.9,467,5.0,-,11,5.5,89,4.7,13,0.1,0.0,0.8,13,48,0,184,0.3,-,2.0,50,0,304,,,,,,
2568,5809G040,วัดทุ่งเสาธง บ้านคลองหินลอย ตำบลชากไทย อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,-,5.5,63,0.3,-,4.5,1.6,5.4,3.3,0.2,0.0,0.0,0.0,1,1.6,0,39,0.1,0.00,< 0.9,18,0,41,,,,,,
2568,5809G040,วัดทุ่งเสาธง บ้านคลองหินลอย ตำบลชากไทย อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,-,5.0,61,0.2,-,7.2,0.3,5.5,3.3,0.3,0.0,0.0,0.0,1,< 1.5,0,37,0.1,0.00,< 0.9,19,0,40,,,,,,
2568,6309G049,สำนักสงฆ์บ้านซอยสุขสันต์ ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,25,7.2,"1,230",-,-,94,51,130,0.68,1.4,0.1,0.0,0.0,48,52,0,740,0.7,0.00,< 0.9,440,0,800,,,,,,
2568,5943G010,วัดมะทาย ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,51,6.2,133,-,-,19,1.2,6.8,0.75,2.3,0.2,0.0,0.0,2,7.6,0,65,0.0,0.00,< 0.9,51,0,86,,,,,,
2568,6309G050,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,66,7.5,"1,080",-,-,99,70,50,0.71,0.0,0.1,0.0,0.0,18,30,0,718,0.6,0.00,1.2,540,0,702,,,,,,
2568,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 2 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,6.9,133,13,-,18,1.9,7.5,1.6,0.8,0.1,0.0,0.8,3,4.8,0,68,0.1,-,3.7,52,0,86,,,,,,
2568,5809C074,ถนนสายหนองฉวี-เขาแกลต บ้านหนองฉวี ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,4.7,59,0.8,-,3.2,1.6,4.0,5.3,0.4,0.0,0.0,0.0,2,4.0,0,18,0.1,0.03,13,14,0,38,,,,,,
2568,5809C074,ถนนสายหนองฉวี-เขาแกลต บ้านหนองฉวี ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,5.3,82,2.3,-,7.7,1.7,3.8,5.3,0.6,0.0,0.0,0.0,2,5.6,0,32,0.1,0.00,10,26,0,53,,,,,,
2568,6309F005,บ้านตรอกประดู่ (บ่อสังเกตการณ์) ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.6,263,0.5,-,15,4.6,40,1.9,0.1,0.0,0.0,0.0,1,10,0,153,0.3,-,2.1,57,0,171,,,,,,
2568,5943G007,วัดตกพรม ตำบลตกพรม อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ตกพรม,12,5.6,57,-,-,2.2,1.3,7.2,0.52,3.2,1.2,0.0,0.0,1,9.6,0,17,0.0,0.00,< 0.9,11,0,37,,,,,,
2568,5943G013,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองพลู ตำบลคลองพลู อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,คลองพลู,52,7.1,256,-,-,42,2.7,8.2,0.85,0.0,0.3,0.0,0.0,2,6.0,0,157,0.1,0.00,< 0.9,120,0,166,,,,,,
2568,5809G038,บริเวณปั้ม SMl บ้านเนินมะหาดมูซู ตำบลชากไทย อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,-,6.9,255,1.6,-,36,3.7,18,3.0,0.4,0.2,0.0,0.0,6,2.0,0,161,1.0,0.00,< 0.9,110,0,166,,,,,,
2568,5809G038,บริเวณปั้ม SMl บ้านเนินมะหาดมูซู ตำบลชากไทย อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,-,6.6,257,2.2,-,36,7.0,18,3.0,0.5,0.2,0.0,0.0,7,2.8,0,172,1.0,0.00,< 0.9,120,0,167,,,,,,
2568,5943G009,วัดสระบาป ตำบลคลองนารายณ์ อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,คลองนารายณ์,46,7.3,227,-,-,2.6,0.5,51,2.2,0.0,0.0,0.0,0.0,1,2.8,0,149,0.3,0.00,< 0.9,8,0,148,,,,,,
2568,5509C011,โรงเรียนวัดโพธิ์ลังกา บ้านห้วงหิน ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,7.7,481,5.6,-,52,17,26,0.67,1.1,0.0,0.0,0.0,6,50,0,191,0.2,0.00,1.9,200,42,313,,,,,,
2568,5509C011,โรงเรียนวัดโพธิ์ลังกา บ้านห้วงหิน ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,7.5,478,> 20,-,51,16,27,0.90,3.8,0.3,0.0,0.0,6,51,0,194,0.2,0.00,2.5,190,32,311,,,,,,
2564,6409E012,บ้านคลองตาขิง บ่อที่ 2 ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,74,7.5,"1,560",-,-,200,65,66,2.0,0.0,0.0,-,-,650,48,0,129,0.4,-,< 0.9,760,650,"1,020",,,,,,
2565,5909B021,บ้านห้วงปลาดุก ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,7.0,351,0.1,-,30,11,33,1.0,1.7,0.3,-,-,1,10,0,224,0.3,-,< 0.9,120,0,228,,,,,,
2565,5909B010,บ้านช่องกะพัด ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,-,7.6,461,> 20,-,29,15,35,0.30,0.0,0.0,-,-,2,8.8,0,233,0.2,-,< 0.9,130,0,300,,,,,,
2565,5909F023,บ้านใหม่ (จุดที่ 1) ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,7.6,841,> 20,-,25,49,53,0.24,0.0,0.0,-,-,9,49,0,409,1.7,-,< 0.9,270,0,547,,,,,,
2565,5909B022,บ้านโพธิ์ธาราม ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,7.2,"4,510",> 20,-,320,110,500,8.9,0.6,0.5,-,-,180,"1,200",0,371,3.0,-,< 0.9,"1,200",940,"2,930",,,,,,
2565,6009F005,บ้านคมบาง ตำบลคมบาง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,คมบาง,-,6.3,41,0.1,-,2.1,1.5,2.1,0.82,1.2,0.0,-,-,2,4.4,0,9,0.1,-,2.3,11,4,27,,,,,,
2562,6209E021,บ้านคลองบอน ตำบลหนองตาคง อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,หนองตาคง,92,8.1,"1,050",-,-,12,110,69,1.8,2.3,0.2,-,-,12,72,0,625,0.5,0.00,< 0.9,480,0,682,,,,,,
2568,6809B002,บ้านวังแซ้ม ตำบลวังแซ้ม อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,วังแซ้ม,102,6.8,216,6.3,-,31,2.8,11,1.6,0.7,0.1,0.0,0.0,1,1.6,0,136,0.2,-,< 0.9,88,0,140,,,,,,
2565,5909B022,บ้านโพธิ์ธาราม ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,7.2,"4,510",> 20,-,320,110,480,8.7,0.9,0.6,-,-,170,"1,200",0,380,2.8,-,< 0.9,"1,300",940,"2,930",,,,,,
2565,6009F004,บ้านพลับพลา ตำบลพลับพลา อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,พลับพลา,-,7.8,268,0.5,-,10,13,30,1.2,19,0.2,-,-,15,70,0,26,0.0,-,< 0.9,79,58,174,,,,,,
2565,6009F004,บ้านพลับพลา ตำบลพลับพลา อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,พลับพลา,-,6.5,206,3.2,-,29,0.5,11,1.0,28,0.1,-,-,13,3.6,0,105,0.1,-,< 0.9,74,0,134,,,,,,
2565,6409F008,เทศบาลตำบลปัถวี บ่อที่3 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,6.8,340,11,-,48,3.7,47,1.7,14,0.6,0.0,0.8,4,5.6,0,228,0.1,-,26,130,0,221,,,,,,
2566,6309F059,บ้านเนินมณฑา ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,80,6.5,"1,350",0.2,-,54,76,86,1.4,3.1,0.4,0.0,0.8,28,280,0,268,0.1,-,< 0.9,450,230,878,,,,,,
2566,6309F059,บ้านเนินมณฑา บ่อที่ 4 ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,80,6.3,444,> 20,-,56,10,20,0.60,15,0.4,0.0,4.4,3,32,0,218,0.1,-,< 0.9,180,2,289,,,,,,
2568,5909F023,วัดบ้านใหม่ ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,7.0,"1,070",1.7,-,99,60,62,0.49,0.2,0.0,0.0,0.2,9,47,0,649,1.2,0.00,1.0,490,0,696,,,,,,
2568,5909F023,วัดบ้านใหม่ ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,7.1,"1,070",4.2,-,84,55,62,0.50,0.0,0.0,0.0,0.0,10,47,0,645,1.2,0.03,1.0,440,0,696,,,,,,
2562,6109B049,บ้านตามูล ตำบลทรายขาว อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทรายขาว,62,8.9,234,-,-,28,12,6,3.2,0.0,0.1,-,-,35,6.0,12,74,0.1,-,1.7,120,38,152,,,,,,
2565,5909F023,บ้านท่าประดู่ ตำบลวังกระแจะ อำเภอเมืองตราด จังหวัดตราด,ตราด,เมืองตราด,วังกระแจะ,-,7.9,334,7.0,-,50,8.7,9.6,0.45,15,0.5,-,-,1,2.8,0,220,0.1,-,< 0.9,160,0,217,,,,,,
2565,5909F023,บ้านท่าประดู่ ตำบลวังกระแจะ อำเภอเมืองตราด จังหวัดตราด,ตราด,เมืองตราด,วังกระแจะ,-,8.3,324,5.8,-,25,7.3,38,2.8,0.4,0.2,-,-,1,4.4,17,181,0.1,-,< 0.9,92,0,211,,,,,,
2565,6409G031,บ้านปากทางแทรกเตอร์ ตำบลวังใหม่ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,วังใหม่,104,5.9,129,-,-,20,5.9,1.4,0.94,1.0,0.3,-,-,1,4.4,0,87,0.2,-,< 0.9,74,3,84,,,,,,
2564,6409G015,บ้านโพธาราม ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,68,8.6,"2,950",-,-,19,95,440,6.3,0.0,0.0,-,-,140,780,41,135,0.1,-,< 0.9,440,260,"1,920",,,,,,
2562,6109C038,บ้านคลองขวาง ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,74,7.8,281,-,-,48,2.4,15,3.0,0.0,0.0,-,-,1,< 1.5,0,187,0.2,-,1.4,130,0,183,,,,,,
2562,6109C037,บ้านมะรุม ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,72,7.5,903,-,-,44,97,38,0.8,4.3,0.1,-,-,7,34,0,582,0.2,-,3.8,510,31,587,,,,,,
2565,6409F008,เทศบาลตำบลปัถวี บ่อที่ 3 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,7.0,346,> 20,-,51,5.2,25,1.6,11,0.5,0.0,8.8,8,3.6,0,232,0.2,-,27,150,0,225,,,,,,
2568,6709B050,บ้านเขากะแจะ กลุ่มที่ 2 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.3,130,> 20,-,12,1.9,12,5.6,3.7,0.3,0.0,0.4,10,< 1.5,0,78,0.5,-,1.2,36,0,84,,,,,,
2563,6309H002,บ้านหนองหงส์ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,86,7.3,370,> 20,-,48,14,13,1.8,0.2,0.0,0.0,0.0,4,8.4,0,213,0.2,-,16,180,3,240,,,,,,
2563,6309H005,บ้านหนองหงส์ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,52,7.0,294,-,-,38,14,6.1,0.75,0.0,0.0,0.0,0.0,< 1,8.4,0,173,0.1,-,6.3,150,11,191,,,,,,
2563,6309H008,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.5,280,20,-,31,7.7,20,3.3,0.0,0.0,0.0,0.1,< 1,8.0,0,164,0.3,-,2.4,110,0,182,,,,,,
2564,6309D044,บ้านห้วงปลาดุก บ่อที่ 4 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,92,7.4,842,-,-,100,39,20,3.2,0.0,0.0,-,-,42,42,0,393,0.4,0.00,51,420,99,547,,,,,,
2566,6409G015,บ้านโพธาราม บ่อที่ 3 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,68,7.3,"2,870",> 20,-,140,44,450,1.8,0.8,0.5,0.0,12,130,690,0,390,0.1,-,< 0.9,540,220,"1,870",,,,,,
2564,6409F008,เทศบาลตำบลปัถวี บ่อที่ 4 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,8.5,427,-,-,70,6.6,26,3.6,14,0.9,-,-,3,8.0,42,227,0.2,-,23,200,0,278,,,,,,
2567,6409G015,บ้านโพธาราม ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,68.00,6.8,"2,680",0.6,-,120,35,340,4.2,1.1,0.3,0.0,6.6,110,610,0,357,0.1,-,< 0.9,450,150,"1,740",,,,,,
2566,6409G015,บ้านโพธาราม บ่อที่ 2 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,68,7.1,"3,040",9.8,-,160,42,460,3.1,0.7,0.4,0.0,5.7,130,750,0,380,0.2,-,< 0.9,570,250,"1,980",,,,,,
2565,6309F059,บ้านเนินมณฑา บ่อที่4 ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,86,7.7,"1,600",> 20,-,120,33,170,1.0,19,0.5,-,-,33,410,0,162,0.1,-,< 0.9,430,300,"1,040",,,,,,
2567,6309H008,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.3,226,4.5,-,11,5.4,35,1.1,0.1,0.0,0.0,2.8,1,13,0,117,0.2,-,< 0.9,50,0,147,,,,,,
2568,6309H008,บ้านตรอกประดู่ (บ่อพัฒนา) ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.5,236,4.1,-,22,6.4,20,1.5,0.4,0.0,0.0,0.0,1,15,0,126,0.1,-,1.3,81,0,153,,,,,,
2568,5943G011,โรงเรียนวัดกะทิง(ขันธส์โรอุปถัมภ์) ตำบลพลวง อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,พลวง,51,5.8,45,-,-,2.6,1.2,3.9,0.40,0.1,0.1,0.1,0.1,< 1,5.6,0,7,0.0,0.00,8.8,11,6,29,,,,,,
2568,5909B021,วัดโพธิ์นาคราษฎร์บำรุง บ้านห้วงปลาดุก ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,7.6,441,9.0,-,51,16,26,2.5,0.7,0.3,0.0,0.3,2,9.2,0,273,0.2,0.00,1.2,190,0,287,,,,,,
2568,6509H009,บ้านหนองคล้า ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,-,7.5,457,11,-,74,9.5,13,0.74,1.2,0.1,0.0,2.4,3,6.0,0,287,0.2,0.00,1.1,220,0,297,,,,,,
2568,5909B021,วัดโพธิ์นาคราษฎร์บำรุง บ้านห้วงปลาดุก ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,-,6.7,314,2.0,-,26,13,24,1.8,0.9,0.1,0.0,0.0,2,10,0,185,0.2,0.00,< 0.9,120,0,204,,,,,,
2568,6509H009,บ้านหนองคล้า ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,-,7.3,375,4.2,-,57,11,10,1.0,1.4,0.2,0.0,0.8,3,4.0,0,235,0.2,0.00,1.3,190,0,244,,,,,,
